4841128,"11 Super Healthy Foods to Eat Now",private,166,13517,48,10/2/2015 11:41:48 PM
4839609,"Planning for Your Period",public,176,17189,49,10/3/2015 5:12:41 AM
4840427,"When Will You Start to Feel the Baby Move?",private,178,10322,48,10/4/2015 4:29:19 PM
4840789,"My Baby Threw Up on a Flight Attendant",public,173,8858,45,10/5/2015 7:36:45 PM
4840752,"Squeeze in Diet & Exercise During the Holidays (Part 2)",public,179,19472,46,10/6/2015 7:35:08 PM
4840031,"Exercises That Just Aren't Worth Doing",public,178,12381,45,10/7/2015 12:21:15 PM
4839804,"One-Pot Wednesdays: Cashew Chicken",private,171,6933,39,10/8/2015 6:16:12 AM
4839425,"Have You Gone Green?",private,168,19672,45,10/9/2015 6:07:25 AM
4839407,"Why Are We Still Obsessed with Elvis and Family?",public,171,19053,44,10/10/2015 3:08:07 AM
4840719,"Heroes: Back on Track, Better Than Ever!",private,169,18941,48,10/11/2015 7:35:31 PM
4841062,"How to Make the Perfect Cheese Plate",public,175,3180,49,10/12/2015 10:42:38 PM
4840303,"Are You Finished Having Kids?",public,169,20087,49,10/13/2015 2:26:07 PM
4840342,"How Many Toys Does Your Baby Have?",private,184,10403,49,10/14/2015 3:27:46 PM
4839849,"Nose Picking",public,172,10087,41,10/15/2015 7:17:01 AM
4840876,"Trash Bag Wreath: Do It Yourself",private,179,13665,46,10/16/2015 8:36:20 PM
4839813,"Got a Milk Allergy? Drink More Milk",public,164,6795,48,10/17/2015 8:17:21 AM
4840061,"Kitchen Gadgets Take Over",public,166,4295,47,10/18/2015 12:22:45 PM
4839644,"A Stylish Teether for Momsâ€”and Babies",private,157,15960,41,10/19/2015 8:13:20 AM
4840215,"Haircuts: Do You DIY?",public,189,5234,48,10/20/2015 2:25:31 PM

